,deal,image,location,price,shop,title
0,4,//g.alicdn.com/s.gif,广东 韶关,12.90,海椤86,"一份2瓶包邮 正宗
潮汕
特产瓦罐冬菜250g天津冬菜砂锅粥调味品"
0,26,//g.alicdn.com/s.gif,广东 潮州,15.80,mrlee0621,"潮汕
特产潮之选榴莲饼干注心蛋卷薄饼330g/盒 酥香鸡蛋卷休闲零食"
0,17,//g.alicdn.com/s.gif,广东 汕头,18.50,chenyanpengxiaodan,"百年老字号 老山合猪头粽
潮汕
特产正宗澄海 老山合腊味200g 肉脯"
0,4,//g.alicdn.com/s.gif,广东 揭阳,68.80,dj2223698965,"广东潮州
潮汕
特产正宗惠来绿豆饼 礼盒装包邮 手工绿豆糕小吃零食"
0,32,//g.alicdn.com/s.gif,广东 潮州,34.00,lan07,"鲁享
潮汕
鱼皮饺250g*2 潮州手工鱼饺包心鱼饺鱼册火锅食材2件包邮"
0,6,//g.alicdn.com/s.gif,广东 揭阳,14.30,pnyanweifeng,"硬沙琪玛酥脆鸡蛋酥糖老
潮汕
茶料特产零食普宁蛋烤黄酥鸡蛋酥500g"
0,4,//g.alicdn.com/s.gif,广东 汕尾,94.50,老德头食品旗舰店,"老德头
潮汕
正宗双拼手工墨斗丸花枝墨鱼丸子4包火锅烧烤食材680G"
0,4,//g.alicdn.com/s.gif,广东 潮州,33.50,tb7989499,"广东
潮汕
特产 潮盛 橄榄菜450g*3瓶 酱腌菜 佐餐腌制下饭菜包邮"
0,26,//g.alicdn.com/s.gif,广东 潮州,40.00,chenzhexin1,"蟹籽丸 台式风味海胆丸 豆捞火锅丸子 食材 鱼丸
潮汕
特产"
0,4,//g.alicdn.com/s.gif,广东 潮州,49.90,zzminsoho,"【天天特价】牛肉丸正宗
潮汕
特产手工牛筋丸500g 2斤起顺丰包邮"
0,26,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/1704748412/TB2_3uucPbguuRkHFrdXXb.LFXa_!!1704748412.jpg_180x180.jpg_.webp,广东 潮州,16.80,点点金1968,"潮盛橄榄菜6碟装672g
潮汕
酱腌泡菜咸菜小菜乌榄开味下饭菜包邮"
0,7,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/887036345/TB2Ah6RtFXXXXbCXpXXXXXXXXXX_!!887036345.jpg_180x180.jpg_.webp,广东 汕尾,40.00,lin艾彤,"汕尾海丰特产牛肉饼 手工牛肉丸饼
潮汕
当地小米菜粿绝配牛肉饼汤"
0,10,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1kyQaRFXXXXaeXVXXXXXXXXXX_!!0-item_pic.jpg_180x180.jpg_.webp,广东 汕头,26.80,鲸鱼之夏,"【3瓶27元包邮】
潮汕
特色田佳香脆萝卜干菜脯酱菜下饭菜
潮汕
菜脯"
0,44,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB163XFLpXXXXXhaXXXXXXXXXXX_!!0-item_pic.jpg_180x180.jpg_.webp,广东 汕头,18.80,981577580you,"唐业大成果汁猪肉脯228g
潮汕
特产美味肉制品零食小吃休闲食品包邮"
0,25,//g-search1.alicdn.com/img/bao/uploaded/i4/i2/4022117517/TB2Vkd5FhGYBuNjy0FnXXX5lpXa_!!4022117517-0-item_pic.jpg_180x180.jpg_.webp,广东 汕头,39.90,潮兴记腾海专卖店,"潮兴记金装牛肉丸500g正宗
潮汕
爆浆牛丸肉丸火锅丸子食材潮州特产"
0,100,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/1023510077/TB2kYCBh3vD8KJjy0FlXXagBFXa_!!1023510077.jpg_180x180.jpg_.webp,广东 潮州,18.90,liveinkarma,"山海食帖|
潮汕
特产老铺红糖饼肚脐饼铜锣烧双炉饼代餐办公室零食"
0,52,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/1104375544/TB2WpuKuXXXXXbaXpXXXXXXXXXX_!!1104375544.jpg_180x180.jpg_.webp,广东 汕头,11.79,钟桂泽,"广东
潮汕
特产 姜薯酥潮式沙琪玛 小吃 零食 糕点饼食汕头茶点包邮"
0,6,//g-search2.alicdn.com/img/bao/uploaded/i4/i4/913012987/TB2i_0UoMLD8KJjSszeXXaGRpXa_!!913012987.jpg_180x180.jpg_.webp,广东 汕头,29.80,潮味食品,"潮盛橄榄菜下饭菜咸菜正宗
潮汕
特产食品杂咸小菜酱菜170克6瓶罐装"
0,16,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/3308720691/O1CN011GyW7wNmQGPRHNI_!!3308720691.jpg_180x180.jpg_.webp,广东 汕头,58.00,蓓升食品,"正宗
潮汕
牛肉丸 手打牛筋丸组合1000g新鲜火锅丸子汕头手工特产"
0,25,//g-search3.alicdn.com/img/bao/uploaded/i4/i3/1829829954/TB2QqABaqzyQeBjy0FgXXbnsVXa_!!1829829954.jpg_180x180.jpg_.webp,上海,19.50,tb60527854,"包邮华鹏香港橄榄菜 香港橄榄菜 华鹏橄榄菜 1kg
潮汕
小菜"
0,88,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/1660314386/TB2pssQih6I8KJjy0FgXXXXzVXa_!!1660314386.jpg_180x180.jpg_.webp,广东 汕头,26.00,家有宝贝2013225,"2斤包邮
潮汕
正宗手打猪肉卷 潮州汕头特产 火锅食材底料丸子"
0,143,//g-search3.alicdn.com/img/bao/uploaded/i4/i3/77057133/TB1OgFgrhuTBuNkHFNRXXc9qpXa_!!0-item_pic.jpg_180x180.jpg_.webp,广东 汕头,23.00,花旗小姐,"潮汕
鱼皮饺子皮手工新鲜制作 海鱼水饺 鱼饺火锅丸子半斤"
0,10,//g-search2.alicdn.com/img/bao/uploaded/i4/i4/161051067/TB2fPMVdr1YBuNjSszhXXcUsFXa_!!161051067.jpg_180x180.jpg_.webp,广东 广州,158.00,群安堂,"【群安堂】
潮汕
吃货食材 潮州汕头特产 超大乒乓球牛肉丸2斤装"
0,73,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/1661417391/TB2n58mc4aJ.eBjSsziXXaJ_XXa_!!1661417391.jpg_180x180.jpg_.webp,广东 潮州,11.50,林楚鹏88,"广东
潮汕
特产正宗惠来绿豆饼板栗咸酥饼传统手工绿豆喜饼零食糕点"
0,16,//g-search1.alicdn.com/img/bao/uploaded/i4/i3/3440816206/TB2G1C6bJbJ8KJjy1zjXXaqapXa_!!3440816206.jpg_180x180.jpg_.webp,广东 汕头,53.00,福合埕潮汕人家,"潮汕
正宗牛肉丸 汕头特产福合埕手打牛筋丸新鲜火锅食材丸子 顺丰"
0,6,//g-search1.alicdn.com/img/bao/uploaded/i4/i4/3237022822/TB1dF9Wc3jN8KJjSZFCXXb3GpXa_!!0-item_pic.jpg_180x180.jpg_.webp,广东 广州,29.99,捷莱食品专营店,"潮汕
特产玉蕾虾仁菜脯萝卜干227gX4瓶装爽口即食咸菜配粥下饭小菜"
0,6,//g-search2.alicdn.com/img/bao/uploaded/i4/i1/183267959/TB2ZTp5nhPI8KJjSspoXXX6MFXa_!!183267959.jpg_180x180.jpg_.webp,福建 漳州,57.00,决战物品,"6月底新货 1份6瓶包邮 廷顺咸菜 地都咸菜
潮汕
特产 香脆爽口小菜"
0,3,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/3341911982/TB2Wlq8f9fD8KJjSszhXXbIJFXa_!!3341911982.jpg_180x180.jpg_.webp,广东 汕头,21.80,潮汕特产传统小吃,"广东
潮汕
特产束砂 仙城束砂糖花生 休闲无添加零食小吃下午茶点心"
0,14,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/2759441038/TB20YReeCOI.eBjy1zkXXadxFXa_!!2759441038.png_180x180.jpg_.webp,广东 潮州,60.00,粤兴牛肉丸,"粤兴牛肉丸正宗
潮汕
牛筋丸火锅食材广东省外部分包邮 请联系客服"
0,258,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/1104375544/TB2kz80qStYBeNjSspkXXbU8VXa_!!1104375544.jpg_180x180.jpg_.webp,广东 汕头,9.79,钟桂泽,"潮汕
特产零食炉窗土炭梅花饼传统梅花酥儿时回忆怀旧美食 小吃"
0,9,//g-search2.alicdn.com/img/bao/uploaded/i4/i4/1659414159/TB2HyOhj3fH8KJjy1zcXXcTzpXa_!!1659414159.jpg_180x180.jpg_.webp,广东 汕头,28.00,乐购吧1992,"4罐包邮34元正宗●
潮汕
特产配粥必备 锦裕豆酱姜 315g 新日期"
0,6,//g-search2.alicdn.com/img/bao/uploaded/i4/i4/932240570/TB2cGISpNhmpuFjSZFyXXcLdFXa_!!932240570.jpg_180x180.jpg_.webp,广东 揭阳,14.80,dj2223698965,"广东
潮汕
特产 咸味 绿豆饼 酥皮 惠来正宗绿豆饼 绿豆糕饼 美零食"
0,66,//g-search1.alicdn.com/img/bao/uploaded/i4/i1/TB1PtF7FVXXXXbLXpXXXXXXXXXX_!!0-item_pic.jpg_180x180.jpg_.webp,广东 揭阳,9.80,tb2005077_00,"包邮！一箱48包 小金猴 广东
潮汕
特产猴仔面即食脆脆面 潮食之家"
0,5,//g-search3.alicdn.com/img/bao/uploaded/i4/i3/1091234498/TB2.ioYnFXXXXbVXXXXXXXXXXXX_!!1091234498.jpg_180x180.jpg_.webp,福建 厦门,10.90,闽南特产8,"农家自制酸菜 正宗老坛酸菜500g 无添加酸菜鱼味胜
潮汕
四川咸泡菜"
0,10,//g-search3.alicdn.com/img/bao/uploaded/i4/i3/227630081/TB2Yhs6cv5TBuNjSspmXXaDRVXa_!!227630081.jpg_180x180.jpg_.webp,广东 汕头,68.00,jason20st,"本港台May姐真识食力荐 汕头牛肉饼
潮汕
牛肉丸 细弟牛肉饼"
0,112,//g-search3.alicdn.com/img/bao/uploaded/i4/i3/31008051/TB2I8hGjxPI8KJjSspfXXcCFXXa_!!31008051.jpg_180x180.jpg_.webp,广东 潮州,39.80,lan07,"鲁享
潮汕
手工牛筋丸500克 潮州汕头牛肉丸火锅丸子弹牙爽 2件包邮"
0,5,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/1796483906/TB29RHvgmcqBKNjSZFgXXX_kXXa_!!1796483906.jpg_180x180.jpg_.webp,广东 广州,37.88,浪漫满屋5683,"500g颜记新鲜现做卤大肠头五香大肥肠熟食
潮汕
整条即食卤水猪大肠"
0,4,//g-search2.alicdn.com/img/bao/uploaded/i4/i1/1659414159/TB2rAmFmFXXXXcUXXXXXXXXXXXX_!!1659414159.jpg_180x180.jpg_.webp,广东 汕头,17.00,乐购吧1992,"潮汕
特产
潮汕
菜脯 城九土特产萝卜干900g 泡菜农家自制下饭菜"
0,26,//g.alicdn.com/s.gif,广东 汕头,18.50,elaine陈银玲,"潮味老店 瓶装
潮汕
特产新咸菜农家自制 地都咸菜酸菜泡菜 包邮"
0,25,//g.alicdn.com/s.gif,广东 汕头,21.50,elaine陈银玲,"蓬盛2瓶开胃菜组合 香港橄榄菜450g+虾仁菜脯 正宗
潮汕
特产下饭菜"
0,6,//g.alicdn.com/s.gif,广东 汕头,38.00,琉璃执着,"潮汕
特产美食小吃紫菜卷 手工日式寿司 蟹柳紫菜卷500克"
0,13,//g.alicdn.com/s.gif,广东 揭阳,29.90,一千坊,"1份3瓶包邮
潮汕
特产正宗蓬盛橄榄菜下饭 菜配粥450*3酱菜开胃菜"
0,10,//g.alicdn.com/s.gif,广东 汕头,36.10,tb90442411,"包邮地都咸菜
潮汕
咸菜14包早餐宵夜炒菜杂咸菜半菜口"
0,79,//g.alicdn.com/s.gif,上海,19.90,天猫超市,"荣诚 广东
潮汕
特产正宗原味腐乳饼 210G/盒糕点点心"
0,7,//g.alicdn.com/s.gif,广东 揭阳,29.90,黄凯佳689,"广东包邮　潮州小菜 小吃
潮汕
特产明香园虾仁菜脯粒30包萝卜干"
0,8,//g.alicdn.com/s.gif,广东 深圳,29.80,深圳市国恒食品,"潮汕
特产小吃零食广东汕头特产
潮汕
小吃美食送礼手信
潮汕
手信礼盒"
0,470,//g.alicdn.com/s.gif,广东 汕头,6.50,好服务138,"潮汕
特产90后童年经典怀旧零食办公室休闲小吃 小时候酥脆猪耳朵"
0,12,//g.alicdn.com/s.gif,广东 深圳,29.80,深圳百味轩特产,"广东特产小吃零食汕头特产美食正宗年货节日送礼手信
潮汕
小吃礼盒"
0,23,//g.alicdn.com/s.gif,广东 汕头,98.00,丸子妹旗舰店,"丸子妹
潮汕
牛肉丸墨鱼丸芝士丸火锅食材肉丸特产年货礼盒礼包套装"
0,55,//g.alicdn.com/s.gif,广东 汕头,18.80,小吃潮,"潮汕
特产 网红肚脐饼红糖酥饼饼干 广东喜饼美食年货手信糕点礼盒"
0,39,//g.alicdn.com/s.gif,广东 揭阳,12.90,聚乳堂,"乐旺
潮汕
特产乐口脆饼巧克力白糖饼儿时怀旧小零食200克*2包包邮"
0,94,//g.alicdn.com/s.gif,广东 广州,21.00,囹上上签,"【6包广东包邮】潮州粉果
潮汕
美食茶餐厅广式早茶下午茶美食20个"
0,3,//g.alicdn.com/s.gif,广东 汕头,35.80,liuhaizhen98,"2瓶包邮 600克*2瓶吴源菜脯
潮汕
特产 潮阳井都吴源老牌原味菜脯"
0,13,//g.alicdn.com/s.gif,广东 汕头,33.00,520de承诺,"潮汕
特产 简盛橄榄菜450g*4瓶 腌制拌面下饭菜 早餐吃粥杂咸包邮"
0,113,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/78970116/TB2PbT2d26H8KJjSspmXXb2WXXa_!!78970116.jpg_180x180.jpg_.webp,福建 龙岩,29.80,阿格日勒,"【抢】
潮汕
绿豆饼整箱1000g 厦门馅饼手工散装早餐绿豆糕点心特产"
0,11,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/862284807/TB2blhkjYFkpuFjy1XcXXclapXa_!!862284807.jpg_180x180.jpg_.webp,广东 汕头,69.00,darling0606,"丸子妹海底捞火锅丸子食材5小包装组合套餐 正宗
潮汕
牛肉丸手打"
0,7,//g-search1.alicdn.com/img/bao/uploaded/i4/i3/183267959/TB2LSC6eaLN8KJjSZFGXXbjrVXa_!!183267959.jpg_180x180.jpg_.webp,福建 漳州,31.00,决战物品,"整箱6瓶包邮
潮汕
特产 老银地都冬菜 沙锅粥猫仔粥风味配料调味菜"
0,2,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/1096086758/TB2ER.wvOC9MuFjSZFoXXbUzFXa_!!1096086758.png_180x180.jpg_.webp,广东 广州,39.90,林子光电科技,"潮汕
果蔬清心圆水果芋圆果蔬丸地瓜芋头丸七味组合甜品1000g包邮"
0,10,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/1610957289/TB2qmIhbCcqBKNjSZFgXXX_kXXa_!!1610957289.jpg_180x180.jpg_.webp,广东 汕头,68.00,虚白世界,"潮丸说
潮汕
手打牛肉丸牛筋丸2斤潮州汕头特产火锅丸子顺丰包邮"
0,2,//g-search2.alicdn.com/img/bao/uploaded/i4/i3/85707135/TB1ldnMk_XYBeNkHFrdXXciuVXa_!!0-item_pic.jpg_180x180.jpg_.webp,广东 汕头,27.00,feng880290,"2斤包顺丰！
潮汕
小吃 绿豆清心丸 芋圆 地瓜丸 汤圆甜品 500克"
0,4,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1.xQxGXXXXXabXFXXXXXXXXXX_!!0-item_pic.jpg_180x180.jpg_.webp,广东 潮州,48.00,ch773042994,"万亨猪肉脯 碳烧味猪肉脯500克/包
潮汕
特产 原产地庵埠发货"
0,24,//g-search1.alicdn.com/img/bao/uploaded/i4/i1/390836233/TB2XWy1lKGSBuNjSspbXXciipXa_!!390836233.png_180x180.jpg_.webp,广东 深圳,23.00,幸运101分,"免包邮
潮汕
特产吃的粥小菜美食蓬盛香港橄榄菜450g*2瓶"
0,5,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/697554589/TB2vip.uYplpuFjSspiXXcdfFXa_!!697554589.jpg_180x180.jpg_.webp,广东 汕头,48.00,媛媛淘99,"500g纯手工制作莲藕丸原生态零添加保健食品QQ丸
潮汕
特产礼品之选"
0,15,//g-search2.alicdn.com/img/bao/uploaded/i4/i3/2374455542/TB2EuNUmf2H8KJjy1zkXXXr7pXa_!!2374455542.jpg_180x180.jpg_.webp,广东 揭阳,30.00,黄凯佳689,"10包 包邮
潮汕
特产风味小食 祥记 原味猪肉脯一级(猪肉干) 250克"
0,3,//g-search2.alicdn.com/img/bao/uploaded/i4/i4/2274775372/TB2krxIwOCYBuNkSnaVXXcMsVXa_!!2274775372.png_180x180.jpg_.webp,广东 揭阳,38.80,恒记潮汕特产,"大安饼广东陆丰特产香油饼中秋月饼 花生芝麻瓜丁五仁馅
潮汕
特产"
0,5,//g-search1.alicdn.com/img/bao/uploaded/i4/i3/37209961/TB1jYKfJruWBuNjSszgXXb8jVXa_!!0-item_pic.jpg_180x180.jpg_.webp,广东 汕头,15.00,相当精彩,"汕头西堤仁和
潮汕
朥饼潮饼潮式月饼双黄斋饼中秋绿豆喜饼特产袋装"
0,222,//g-search2.alicdn.com/img/bao/uploaded/i4/i1/702999848/TB23pP7dSvHfKJjSZFPXXbttpXa_!!702999848.jpg_180x180.jpg_.webp,广东 汕头,8.00,elaine陈银玲,"早餐宵夜 广东
潮汕
特产菜脯 萝卜干泡菜 萝卜个 潮州下饭菜 杂咸"
0,5,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/405217655/TB2_EN7ewSI.eBjy1XcXXc1jXXa_!!405217655.jpg_180x180.jpg_.webp,广东 东莞,29.90,346993041林哥,"潮汕
砂锅粥专用 香卜菜脯 腌制萝卜干 砂锅粥菜脯 农家菜脯萝卜干"
0,9,//g-search2.alicdn.com/img/bao/uploaded/i4/i3/3522375984/TB2MUP0n_mWBKNjSZFBXXXxUFXa_!!3522375984.jpg_180x180.jpg_.webp,广东 广州,78.00,食瓦方便火锅,"食瓦 正宗
潮汕
手打手工牛肉丸 即食牛肉丸 火锅丸 两盒装"
0,4,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1zdhXLXXXXXadaXXXXXXXXXXX_!!0-item_pic.jpg_180x180.jpg_.webp,广东 深圳,32.00,仓鼠华,"潮汕
特产 正宗港式炸肉卷手工腐皮肉卷 煮粉面打火锅炒菜潮州美食"
0,59,//g-search1.alicdn.com/img/bao/uploaded/i4/i2/659550299/TB2iscaeBfM8KJjSZFrXXXSdXXa_!!659550299.jpg_180x180.jpg_.webp,广东 潮州,17.99,厚记小食,"麻花正宗广东
潮汕
特产纯手工糕点零食休闲 甜品小吃"
0,74,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/886376900/TB2bpI8eYtlpuFjSspfXXXLUpXa_!!886376900.jpg_180x180.jpg_.webp,广东 揭阳,9.90,tb2005077_00,"包邮！普宁鸭脖子糖 广东
潮汕
特产 潮食之家 鸭项 零食小吃糖料"
0,2,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/18051024311397573/T1o80cFjJhXXXXXXXX_!!0-item_pic.jpg_180x180.jpg_.webp,广东 潮州,22.80,lan07,"潮汕
特产广东小吃潮州鹏发腐乳饼400g热销食品 风味零食"
0,8,//g-search2.alicdn.com/img/bao/uploaded/i4/i1/85707135/TB2CklwkwLD8KJjSszeXXaGRpXa_!!85707135.jpg_180x180.jpg_.webp,广东 汕头,26.00,feng880290,"1件包邮！
潮汕
粿特产
潮汕
美食汕头甜粿仔老嬷糕潮州小吃街头"
0,11,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/715271423/TB24zn0fYsTMeJjSszgXXacpFXa_!!715271423.jpg_180x180.jpg_.webp,广东 潮州,23.50,玉树玲疯,"潮汕
特产精制南姜菜脯潮州江东农家自制脆甜菜头口萝卜干600g瓶装"
0,4,//g-search2.alicdn.com/img/bao/uploaded/i4/i3/437005946/TB2EFv6aqi5V1BjSspdXXXyFFXa_!!437005946.png_180x180.jpg_.webp,广东 潮州,31.90,百分之百诚意,"包邮贡菜
潮汕
美食潮州杂咸
潮汕
特产砂锅粥早餐佐料2瓶装咸菜贡菜"
0,41,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/885301031/TB2UN06Ef9TBuNjy0FcXXbeiFXa_!!885301031.jpg_180x180.jpg_.webp,广东 揭阳,19.99,添翼2012,"潮汕
特产 泰香 原味猪肉松 海苔肉松 儿童肉松 香酥肉松 罐装包邮"
0,5,//g-search1.alicdn.com/img/bao/uploaded/i4/i2/782405916/TB2lB3WaX6.F1JjSZPhXXc_LXXa_!!782405916.jpg_180x180.jpg_.webp,上海,35.95,牛老头特特,"包邮广东
潮汕
特产 潮盛牌橄榄菜112g*18盒下饭菜小菜吃粥拌面咸菜"
0,65,//g-search2.alicdn.com/img/bao/uploaded/i4/i1/1666961894/TB2EE_VXIgd61BjSZFjXXbXspXa_!!1666961894.jpg_180x180.jpg_.webp,广东 汕头,24.30,白夜格子88,"半饱良味 |
潮汕
猪肉脯 宅人食堂
潮汕
小吃特产碳烤 猪肉干 120g"
0,20,//g-search1.alicdn.com/img/bao/uploaded/i4/i2/894500625/TB2tooUc6gy_uJjSZSgXXbz0XXa_!!894500625.jpg_180x180.jpg_.webp,广东 揭阳,17.50,舞动594508334,"潮汕
普宁汕头惠来隆江特产糯米糕休闲传统软糖低糖米润软豆贡包邮"
0,20,//g-search2.alicdn.com/img/bao/uploaded/i4/i3/2885121758/TB2XDgZFL1TBuNjy0FjXXajyXXa_!!2885121758.jpg_180x180.jpg_.webp,广东 汕头,45.00,汕头潮实速冻食品厂,"汕头牛肉丸
潮汕
特产牛筋丸
潮汕
美食火锅烧烤肉丸子500g顺丰冷链"
0,14,//g-search2.alicdn.com/img/bao/uploaded/i4/i4/800941432/TB11.d2nY9YBuNjy0FgXXcxcXXa_!!0-item_pic.jpg_180x180.jpg_.webp,广东 梅州,18.00,suoling123,"包邮炸蒜蓉炸蒜头 梅州
潮汕
特产蒜米蒜仁酥调料配料调味料美食"
0,7,//g.alicdn.com/s.gif,广东 潮州,20.00,庚家豆豆,"正宗新款
潮汕
特产蔬菜混合清心丸Q丸薯丸纯手工真材实料零添加"
0,17,//g.alicdn.com/s.gif,广东 汕头,25.80,花旗小姐,"精致潮菜农家自制
潮汕
小菜咸菜蕾腌菜酸咸菜爽脆即食爽口"
0,4,//g.alicdn.com/s.gif,广东 汕头,29.80,潮味食品,"潮州小菜咸菜早餐下饭菜潮盛酱菜泡菜
潮汕
特产杂咸小吃30包整箱"
0,127,//g.alicdn.com/s.gif,广东 汕头,2.95,潮汕个味道,"潮汕
特产
潮汕
潮州汕头酸菜 酸菜泡菜酸菜鱼的酸菜调料袋装250g/包"
0,16,//g.alicdn.com/s.gif,广东 揭阳,17.99,tb6916879_2013,"潮汕
特产楠姜新咸菜传统新咸菜咸菜18元一斤包邮买4斤送1斤"
0,3,//g.alicdn.com/s.gif,广东 汕头,31.50,鲸鱼之夏,"【6瓶31.5元包邮】
潮汕
玉蕾虾仁菜脯佐粥佳品下饭菜虾仁萝卜C008"
0,7,//g.alicdn.com/s.gif,广东 汕头,65.00,wuxq2006,"潮汕
风味 地都萝卜干 兆子林南姜萝卜干香脆菜脯条酱菜 200g *8瓶"
0,1,//g.alicdn.com/s.gif,广东 潮州,37.50,tb7989499,"广东
潮汕
特产
潮汕
地都咸菜 佐粥独特风味潮州咸菜明香咸菜包邮"
0,7,//g.alicdn.com/s.gif,广东 汕头,39.80,如兴干果,"买1送1 香味香深海虾酥
潮汕
特产 宝宝配餐婴儿肉松专柜优惠价"
0,65,//g.alicdn.com/s.gif,广东 揭阳,8.98,ssss林钦焦,"广东
潮汕
特产正宗惠来绿豆饼红豆饼芋泥饼酥皮包邮纯手工小吃零食"
0,21,//g.alicdn.com/s.gif,广东 汕头,31.50,maiqiongxuan,"熊记虾仁菜脯3瓶+肉丁菜脯3瓶
潮汕
菜脯虾仁萝卜干菜脯粒包邮"
0,2,//g.alicdn.com/s.gif,广东 潮州,35.00,tb7989499,"潮汕
特产 腌制咸酸菜 潮州咸菜 潮州小食 杂咸 地都咸菜包邮"
0,16,//g.alicdn.com/s.gif,广东 揭阳,12.98,dj2223698965,"广东
潮汕
普宁特产 鸭脖子糖 牛皮芝麻糖芝麻鸭脖子软糖卷包心贡糖"
0,168,//g.alicdn.com/s.gif,广东 汕尾,16.80,喜得佳旗舰店,"喜得佳
潮汕
鱼丸手工丸250g正宗汕头海鲜小鱼丸豆捞火锅食材鱼丸子"
0,18,//g.alicdn.com/s.gif,广东 汕头,11.20,舌尖汕头,"盛洲花生酥
潮汕
传统零食豆枝方 豆麻酥糖休闲食品225克 澄海特产"
0,4,//g.alicdn.com/s.gif,广东 揭阳,16.80,jxzln0525,"潮汕
特产 南糖 花生南糖 花生糖 揭西客家河婆特产南糖 500克"
0,8,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/1586156486/TB2nApxd5C9MuFjSZFoXXbUzFXa_!!1586156486.jpg_180x180.jpg_.webp,广东 揭阳,24.88,tb6916879_2013,"潮汕
地都风味冬菜塑料桶煮汤煮面砂锅粥调料5斤装一瓶25元包邮"
0,15,//g-search2.alicdn.com/img/bao/uploaded/i4/i2/2093760175/TB2CoSUbxaK.eBjSZFwXXXjsFXa_!!2093760175.jpg_180x180.jpg_.webp,广东 汕头,18.60,蔡依灵2011,"广东
潮汕
特产 昌泰珍味菜脯 180gX2瓶虾仁菜脯 萝卜干 送粥伴侣"
0,9,//g-search1.alicdn.com/img/bao/uploaded/i4/i1/680675240/TB2rxqYap95V1Bjy0FbXXawipXa_!!680675240.jpg_180x180.jpg_.webp,广东 揭阳,38.00,wxy梦为心远游,"潮汕
惠来特产肉仔100%纯猪肉无淀粉手工肉仔火锅食材500g两件包邮"
0,1,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/437005946/TB2_yTdXWagSKJjy0FcXXcZeVXa_!!437005946.jpg_180x180.jpg_.webp,广东 潮州,39.90,百分之百诚意,"包邮中秋月饼榴莲月饼
潮汕
糕点素食水果广东特产老广味道零食"
0,8,//g-search2.alicdn.com/img/bao/uploaded/i4/i2/913012987/TB2u0UZAJRopuFjSZFtXXcanpXa_!!913012987.jpg_180x180.jpg_.webp,广东 汕头,30.80,潮味食品,"明香园虾仁菜脯粒潮州小菜咸菜
潮汕
特产萝卜干下饭菜整箱30小袋装"
0,191,//g-search2.alicdn.com/img/bao/uploaded/i4/i3/1798046037/TB18cuynAZmBKNjSZPiXXXFNVXa_!!0-item_pic.jpg_180x180.jpg_.webp,上海,12.70,廉价不是罪,"包邮 蓬盛香港橄榄菜450g 广东
潮汕
特产清粥下饭咸菜橄榄菜"
0,6,//g-search1.alicdn.com/img/bao/uploaded/i4/i4/408356820/TB279GIHxSYBuNjSsphXXbGvVXa_!!408356820.jpg_180x180.jpg_.webp,广东 揭阳,30.00,chenshuoshan,"潮汕
特产小吃 揭阳洪志乒乓粿 鼠壳粿 传统糕点素食品 送礼佳品"
0,42,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/1866301947/TB25Q3hmlNkpuFjy0FaXXbRCVXa_!!1866301947.jpg_180x180.jpg_.webp,福建 厦门,26.80,锦和呷美食,"【手工鱼丸】厦门鱼丸 新鲜鱼肉手工
潮汕
丸子零添加鱼蛋纯实拍"
0,20,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/291257147/TB1V7AullDH8KJjy1zeXXXjepXa_!!0-item_pic.jpg_180x180.jpg_.webp,广东 汕头,23.00,琉璃执着,"500克
潮汕
美食 特产小吃 菜头粿 萝卜糕粿 萝卜粿
潮汕
传统"
0,22,//g-search2.alicdn.com/img/bao/uploaded/i4/i2/37785992/TB2wDmwDH1YBuNjSszeXXablFXa_!!37785992.jpg_180x180.jpg_.webp,广东 汕尾,9.80,cjcboy81,"潮汕
特产 福厚桦遮浪马仔拔丝玛仔沙琪玛正宗 特产糕点388克包邮"
