,deal,image,location,price,shop,title
0,6,//g-search1.alicdn.com/img/bao/uploaded/i4/i4/4022117517/TB18kYYm2ImBKNjSZFlXXc43FXa_!!0-item_pic.jpg_180x180.jpg_.webp,广东 汕头,26.80,潮兴记腾海专卖店,"潮兴记黑椒牛肉丸250g 正宗牛丸
潮汕
肉丸火锅丸子汤串串香食材"
0,4,//g-search2.alicdn.com/img/bao/uploaded/i4/i1/TB18eotPFXXXXaEXVXXXXXXXXXX_!!0-item_pic.jpg_180x180.jpg_.webp,广东 潮州,28.80,潮之选食品专营店,"老山合 猪头粽250g/袋
潮汕
特产 猪肉脯独立装 咸香肉干 约8根"
0,15,//g-search2.alicdn.com/img/bao/uploaded/i4/i4/442125457/TB2e4epfHZnBKNjSZFhXXc.oXXa_!!442125457.jpg_180x180.jpg_.webp,广东 汕头,5.50,chenyanpengxiaodan,"地都虾仁菜脯正宗
潮汕
咸杂罐头早餐下饭菜萝卜干泡菜酱腌菜190克"
0,7,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/1082213128/TB2wOZWj26H8KJjSspmXXb2WXXa_!!1082213128.jpg_180x180.jpg_.webp,广东 汕头,36.00,潮汕大头彬,"猪肚丸500g
潮汕
正宗手打胡椒猪肚丸子 2件顺丰包邮"
0,1,//g-search2.alicdn.com/img/bao/uploaded/i4/i1/3333325959/TB2NBj_dk7myKJjSZFgXXcT9XXa_!!3333325959.jpg_180x180.jpg_.webp,广东 汕头,42.00,木木家食品店,"老山合猪肉脯中华老字号
潮汕
澄海美食特产手信伴手礼250g碳烤型"
0,153,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/1104375544/TB2n_tCbGAPyuJjy1XcXXXdjFXa_!!1104375544.jpg_180x180.jpg_.webp,广东 汕头,10.49,钟桂泽,"包邮
潮汕
特产小吃 带葱麻花 油索 美食手工糕点零食茶点"
0,9,//g-search1.alicdn.com/img/bao/uploaded/i4/i2/3246919488/TB1rLT5mQKWBuNjy1zjXXcOypXa_!!0-item_pic.jpg_180x180.jpg_.webp,江苏 苏州,13.80,捷亚食品专营店,"蓬盛香港橄榄菜450g 广东
潮汕
特产 早餐下饭菜榨咸菜"
0,5,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/3532805139/TB2V3b7fHYI8KJjy0FaXXbAiVXa_!!3532805139.jpg_180x180.jpg_.webp,广东 汕头,32.00,青德商行,"青德广东
潮汕
特产老山合老喜利猪肉干休闲碳烤腊肉脯樟林小吃零食"
0,8,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/272207/TB2fntLnB8lpuFjSspaXXXJKpXa_!!272207.jpg_180x180.jpg_.webp,广东 揭阳,36.00,waiyui858,"潮汕
卤水卤菜 卤猪舌头 口条熟食肉制品包装 整条真空包装"
0,2,//g-search2.alicdn.com/img/bao/uploaded/i4/i2/2113267335/TB2nZBrp9xjpuFjSszeXXaeMVXa_!!2113267335.jpg_180x180.jpg_.webp,广东 汕头,8.00,3c辉煌数码,"潮汕
特产萝卜糕 菜头粿 萝卜粿特色小吃菜头糕点
潮汕
小吃菜头粿"
0,2,//g-search2.alicdn.com/img/bao/uploaded/i4/i1/291257147/TB1VlOehRfH8KJjy1XbXXbLdXXa_!!0-item_pic.jpg_180x180.jpg_.webp,广东 汕头,42.00,琉璃执着,"柠檬猪肉丸
潮汕
特产手拍猪肉丸 瘦肉丸 特色美食火锅 500克"
0,1,//g.alicdn.com/s.gif,广东 汕尾,7.00,蔡武宏aa,"汕尾海丰陆丰特产炒米 咸茶 菜茶配料
潮汕
人特色小吃擂茶佐料500g"
0,1,//g.alicdn.com/s.gif,广东 汕头,20.00,原来就是你0219,"广东两份包邮
潮汕
无米果特产手工美食特色零食
潮汕
韭菜粿无米粿"
0,10,//g.alicdn.com/s.gif,广东 潮州,6.90,点点金1968,"潮汕
佬橄榄菜瓶装180g正宗
潮汕
特产酱菜泡菜小菜咸菜开味菜下饭菜"
0,1,//g.alicdn.com/s.gif,广东 潮州,48.00,老潮味,"潮汕
特产玉辉菜脯广东潮州江东玉兴菜脯农家自晒自制萝卜干1箱8瓶"
0,59,//g.alicdn.com/s.gif,广东 汕头,7.00,静观等待,"潮汕
特产手工风吹饼紫薯芝麻原味薄饼瓦片煎饼粗粮饼怀旧零食130g"
0,22,//g.alicdn.com/s.gif,广东 揭阳,6.00,幸福ing1992qing,"正宗香脆酥春卷
潮汕
特产小吃 童年经典怀旧零食 任三件起包邮"
0,42,//g.alicdn.com/s.gif,广东 汕头,39.00,qqjijianhe,"正宗
潮汕
手工手打牛筋丸1斤 当天新鲜捶打潮州汕头 特产火锅牛肉"
0,8,//g.alicdn.com/s.gif,广东 汕头,38.00,琉璃执着,"大地鱼粉猪肉饼
潮汕
特产猪肉卷 铁脯鱼肉饼 特色美食火锅500克"
0,6,//g.alicdn.com/s.gif,广东 佛山,36.90,huanglinlao,"36包邮促销
潮汕
特产 蓬盛虾仁菜脯180克*6瓶 蓬盛老字号罐头"
0,6,//g.alicdn.com/s.gif,广东 揭阳,21.80,幸福ing1992qing,"潮汕
特产小吃潮包邮春卷土碳红油酥零食 炉窗傻怕枕头仔经典零食"
0,3,//g.alicdn.com/s.gif,广东 梅州,16.80,兴宁客家特产,"多省包邮 鹏发手工绿豆饼 礼盒
潮汕
潮州特产手信 传统茶点糕点心"
0,1,//g.alicdn.com/s.gif,广东 汕头,107.00,caixijiniuroudian,"蔡溪記
潮汕
牛肉丸汕头手打正宗丸子 潮州特产美食火锅食材"
0,1,//g.alicdn.com/s.gif,广东 广州,14.00,捷莱食品专营店,"潮汕
特产玉蕾牌橄榄菜香辣味爽口下饭小菜咸腌菜泡酱菜90gX4碟装"
0,290,//g.alicdn.com/s.gif,广东 汕头,5.90,好服务138,"乐旺
潮汕
特产乐口脆饼巧克力味白糖饼儿时怀旧小零食200克"
0,223,//g.alicdn.com/s.gif,广东 汕尾,19.80,海伦堡食品旗舰店,"海伦堡
潮汕
手工白鱼丸250g 潮州汕头海鲜小鱼丸火锅豆捞食材丸子"
0,188,//g.alicdn.com/s.gif,上海,19.99,鲜有汇聚旗舰店,"【鲜有汇聚】
潮汕
汕头牛筋丸 手打牛筋丸 弹牙有嚼劲 250克"
0,2,//g-search1.alicdn.com/img/bao/uploaded/i4/i1/T19ruYXotXXXcl4enX_085007.jpg_180x180.jpg_.webp,广东 潮州,26.80,小松精品店,"广东
潮汕
特产 潮州风味小菜 潮盛牌 美味贡菜70克*20包 佐餐佳品"
0,11,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1tdG1IXXXXXbFXVXXXXXXXXXX_!!0-item_pic.jpg_180x180.jpg_.webp,广东 潮州,6.80,潮之选食品专营店,"庆香斋
潮汕
特产泡菜 汕头贡菜196g腌制下饭菜 佐粥咸菜"
0,3,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/2014264793/TB2qSFLcKuSBuNjy1XcXXcYjFXa_!!2014264793.jpg_180x180.jpg_.webp,广东 汕头,27.00,sjia_1990,"【3瓶包邮价格】
潮汕
香脆萝卜干组合 日晒田佳萝卜干菜脯条腌菜"
0,8,//g-search1.alicdn.com/img/bao/uploaded/i4/i4/259177629/TB2GfRmm7KWBuNjy1zjXXcOypXa_!!259177629.jpg_180x180.jpg_.webp,重庆,7.90,心理学欢迎你,"合佳兴香港橄榄菜175g小菜酱菜芥菜开味菜咸菜泡菜下饭菜
潮汕
特产"
0,1,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/3331771447/TB2X1_5Gr5YBuNjSspoXXbeNFXa_!!3331771447.jpg_180x180.jpg_.webp,广东 揭阳,38.00,三好肉肉,"正宗
潮汕
手打胡椒猪肚丸火锅麻辣烫肉丸子"
0,60,//g-search1.alicdn.com/img/bao/uploaded/i4/i2/2927640881/TB1Gby5czfguuRjSspaXXaXVXXa_!!0-item_pic.jpg_180x180.jpg_.webp,广东 汕头,8.50,广东毅佳食品,"广东特产
潮汕
小吃兰花根芝兰根 正宗江米条糯米酥铁钉条糕点零食"
0,3,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/3909391727/TB2GzwzFL9TBuNjy1zbXXXpepXa_!!3909391727-0-item_pic.jpg_180x180.jpg_.webp,广东 汕头,56.80,壹号师傅旗舰店,"壹号师傅 正宗手打
潮汕
牛肉丸250g*3包 潮州汕头特产 火锅食材"
0,4,//g-search1.alicdn.com/img/bao/uploaded/i4/i4/369986408/TB2WuPKn80kpuFjSsziXXa.oVXa_!!369986408.jpg_180x180.jpg_.webp,湖北 武汉,27.00,湖北特产美食,"锦加兴 红豆饼 绿豆饼
潮汕
酥饼传统糕点零食小吃新鲜好吃饼锦友"
0,13,//g-search1.alicdn.com/img/bao/uploaded/i4/i1/285928850/TB26y3nfSvHfKJjSZFPXXbttpXa_!!285928850.jpg_180x180.jpg_.webp,广东 梅州,8.50,空间一,"玉蕾虾仁菜脯227g
潮汕
特产下饭菜萝卜干早餐小菜汕头腌虾米菜脯粒"
0,2,//g-search2.alicdn.com/img/bao/uploaded/i4/i1/109639305/TB2DFUEcnZRMeJjSspkXXXGpXXa_!!109639305.jpg_180x180.jpg_.webp,广东 汕头,56.00,sswcwiw,"蔡姐【A级牛筋丸500g】广东
潮汕
特产汕头潮州火锅烧烤正宗手打"
0,4,//g-search2.alicdn.com/img/bao/uploaded/i4/i1/434498754/TB22hw.ppXXXXasXpXXXXXXXXXX_!!434498754.jpg_180x180.jpg_.webp,广东 汕头,51.00,鲸鱼之夏,"6瓶51元包邮
潮汕
特产 萝卜干 利诚香脆萝卜菜脯 美味下饭菜酱菜"
0,2,//g-search2.alicdn.com/img/bao/uploaded/i4/i4/872884029/TB2WJA_v80kpuFjy1zdXXXuUVXa_!!872884029.jpg_180x180.jpg_.webp,广东 韶关,13.50,海椤86,"包邮
潮汕
特产正宗蓬盛香港橄榄菜450g瓶装下饭菜潮州小菜咸菜"
0,6,//g-search1.alicdn.com/img/bao/uploaded/i4/i2/1866301947/TB2Jn9ddEhnpuFjSZFpXXcpuXXa_!!1866301947.jpg_180x180.jpg_.webp,福建 厦门,41.90,锦和呷美食,"锦和甲厦门特产
潮汕
传统【虾皮燕饺】鱼皮饺内陷脆爽 顺丰直发"
0,48,//g-search2.alicdn.com/img/bao/uploaded/i4/i2/352199771/TB24TPaXwvD8KJjy0FlXXagBFXa_!!352199771.jpg_180x180.jpg_.webp,广东 汕头,3.30,潮汕美味特产,"10袋包邮
潮汕
特产 揭阳空港 地都
潮汕
咸菜 腌制泡菜 杂咸酱菜"
0,5,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/3192612932/TB2L_5UjKGSBuNjSspbXXciipXa_!!3192612932.jpg_180x180.jpg_.webp,广东 东莞,25.00,清薇铭,"潮汕
特产伟顺潮州汕头酸菜酸菜泡菜酸菜鱼调料袋装2500克包邮"
0,4,//g-search1.alicdn.com/img/bao/uploaded/i4/i1/1660314386/TB2OzMrigvD8KJjy0FlXXagBFXa_!!1660314386.jpg_180x180.jpg_.webp,广东 汕头,38.00,家有宝贝2013225,"2份包邮
潮汕
手工辣椒猪肉丸 潮州汕头特产 火锅食材底料丸子"
0,27,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/1025133958/TB2DrvJlFXXXXaTXpXXXXXXXXXX_!!1025133958.jpg_180x180.jpg_.webp,广东 揭阳,6.00,zdl28289,"潮汕
潮州特产彭业田香脆菜脯王酱脆萝卜干下饭小菜非韩国泡菜"
0,71,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/442125457/TB2YcLdfHsrBKNjSZFpXXcXhFXa_!!442125457.jpg_180x180.jpg_.webp,广东 汕头,6.50,chenyanpengxiaodan,"广东
潮汕
特产 外砂利青 香脆萝卜干 380g 早餐 夜宵 佐粥佳品"
0,9,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1JREmPFXXXXbAXpXXXXXXXXXX_!!0-item_pic.jpg_180x180.jpg_.webp,广东 汕头,38.00,琉璃执着,"潮汕
特产手打猪肉丸 大个猪肉板筋丸 猪筋丸 汕头特色美食火锅"
0,15,//g-search2.alicdn.com/img/bao/uploaded/i4/i1/TB1I6RtHXXXXXXDXVXXXXXXXXXX_!!0-item_pic.jpg_180x180.jpg_.webp,广东 潮州,6.70,潮之选食品专营店,"庆香斋 虾仁菜脯萝卜196g/罐广东
潮汕
特产小咸菜 腌制配菜下饭菜"
0,63,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/1104375544/TB2fS6xhaSWBuNjSsrbXXa0mVXa_!!1104375544.jpg_180x180.jpg_.webp,广东 汕头,10.49,钟桂泽,"潮汕
特产零食 酥角 茶点点心零食小吃 酥饺 酥角油角200克包邮"
0,5,//g-search1.alicdn.com/img/bao/uploaded/i4/i3/TB1660DJpXXXXcQXVXXXXXXXXXX_!!0-item_pic.jpg_180x180.jpg_.webp,广东 潮州,12.80,潮之选食品专营店,"庆香斋明心橄榄菜450g/瓶 广东
潮汕
特产腌制酱菜 早饭下饭菜咸菜"
0,1,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/2822329614/TB1NcPIrC8YBeNkSnb4XXaevFXa_!!0-item_pic.jpg_180x180.jpg_.webp,广东 佛山,62.00,heguocheng2008,"千年记
潮汕
风味的牛肉丸很Q爽脆适合火锅关东煮麻辣烫串串烧等"
0,3,//g-search2.alicdn.com/img/bao/uploaded/i4/i3/18434398/TB2Iz0mcS1I.eBjy0FjXXabfXXa_!!18434398.jpg_180x180.jpg_.webp,广东 广州,50.00,fguang,"华峰 肥佬大
潮汕
风味 墨鱼丸 花枝丸 手工豆捞 火锅食材底料丸子"
0,27,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/2274775372/TB2rS9ytpmWBuNjSspdXXbugXXa_!!2274775372.png_180x180.jpg_.webp,广东 揭阳,11.80,恒记潮汕特产,"小油饼
潮汕
特产 油饼 脆皮 陆河特产 中秋月饼 5个/包 约320克"
0,6,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/680675240/TB2h4W3ap55V1Bjy0FpXXXhDpXa_!!680675240.jpg_180x180.jpg_.webp,广东 揭阳,38.00,wxy梦为心远游,"潮汕
惠来特产 手工肉丸 贡丸100%纯猪肉肉丸火锅食材两件包邮500g"
0,64,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/437697693/TB2XpLgX7qvpuFjSZFhXXaOgXXa_!!437697693.jpg_180x180.jpg_.webp,上海,5.40,西峡仲景香菇酱,"6瓶包邮 广东
潮汕
特产 潮盛橄榄菜170g 下饭小菜拌面早餐吃粥咸菜"
0,9,//g-search2.alicdn.com/img/bao/uploaded/i4/i2/TB1ix1RHXXXXXbeXpXXXXXXXXXX_!!0-item_pic.jpg_180x180.jpg_.webp,广东 潮州,9.80,wtutoagu123,"广东
潮汕
特产 萝卜干 饶平高堂菜脯 原晒一卜菜脯条 早餐小菜"
0,28,//g.alicdn.com/s.gif,广东 汕头,8.60,潮汕特产天天食坊店,"潮汕
传统特产正宗达濠米润
潮汕
特产糯米糖糕点美食小吃休闲零食"
0,3,//g.alicdn.com/s.gif,广东 揭阳,45.00,盐菜豆腐,"6瓶省内包邮新亨大目菜脯条
潮汕
特产 萝卜干佐餐调味"
0,3,//g.alicdn.com/s.gif,广东 揭阳,17.80,舞动594508334,"潮汕
特产 正宗仙城束砂咸甜味 花生糖 休闲茶点小吃点心 零食包邮"
0,2,//g.alicdn.com/s.gif,广东 汕头,85.00,heguocheng2008,"正宗
潮汕
手打牛肉丸+牛筋丸 一组85"
0,9,//g.alicdn.com/s.gif,广东 揭阳,19.00,waiyui858,"黄记
潮汕
美食 卤菜卤五花肉熟食 东坡肉卤猪肉卤肚肉 250克包装"
0,5,//g.alicdn.com/s.gif,广东 汕尾,25.00,cjcboy81,"旭泰低盐冬菜 腌制冬菜 低盐冬菜 泡菜
潮汕
砂锅粥调味 3瓶包邮"
0,1,//g.alicdn.com/s.gif,广东 潮州,158.00,扬航食品旗舰,"扬航 全家福礼盒装 特产大礼包 广东
潮汕
特产伴手礼"
0,23,//g.alicdn.com/s.gif,广东 揭阳,9.50,huang92822,"童年记忆80后怀旧零食风吹饼广东
潮汕
特产瓦片饼香脆薄饼 买4送1"
0,6,//g.alicdn.com/s.gif,广东 汕头,45.00,琉璃执着,"500克装 新鲜炸虾饺 虾饺 虾丸 真空包装
潮汕
特产炸虾饺"
0,47,//g.alicdn.com/s.gif,河南 焦作,15.50,狐小梦,"清真火锅丸子串串香
潮汕
爆浆撒尿肉丸关东煮麻辣烫福春园500g散称"
0,92,//g.alicdn.com/s.gif,北京,9.90,fzbywangzn,"裸心安家
潮汕
古早味 红糖肚脐饼150g（8只装）清甜香脆"
0,6,//g.alicdn.com/s.gif,湖北 武汉,9.80,郑才城,"双雄橄榄菜450g 正宗
潮汕
特产瓶装酱腌菜咸菜下饭菜即食小菜"
0,2,//g.alicdn.com/s.gif,上海,39.00,go8show,"纯牛肉 不参猪肉
潮汕
牛筋丸 汕头潮庭功夫牛筋丸250g原包装"
0,2,//g.alicdn.com/s.gif,广东 汕头,16.80,chenxinchao95,"潮汕
正宗传统小吃零食小米酥黑米酥手工特产即食点心盒装酥脆口味"
0,3,//g.alicdn.com/s.gif,广东 揭阳,16.80,恒记潮汕特产,"潮汕
特产 南糖 花生南糖 花生糖 揭西客家河婆特产南糖 500克"
0,5,//g.alicdn.com/s.gif,广东 揭阳,38.00,红颜我许你一世温柔,"省外发五瓶 彭业田香脆菜脯王
潮汕
潮州萝卜干酱汁小菜赛韩国泡菜"
0,2,//g-search1.alicdn.com/img/bao/uploaded/i4/i4/437005946/TB2.3SJmpXXXXXaXpXXXXXXXXXX_!!437005946.jpg_180x180.jpg_.webp,广东 潮州,32.90,百分之百诚意,"包邮普宁南糖
潮汕
特产麦芽花生糖小吃零食花生糖广东美食花生酥"
0,34,//g-search2.alicdn.com/img/bao/uploaded/i4/i4/1661417391/TB2iYD_dxeK.eBjSZFuXXcT4FXa_!!1661417391.jpg_180x180.jpg_.webp,广东 汕头,8.91,林楚鹏88,"广东
潮汕
特产正宗惠来绿豆饼小吃咸酥饼传统手工绿豆喜饼零食糕点"
0,4,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/199081253/TB2HmBHkiCYBuNkHFCcXXcHtVXa_!!199081253.png_180x180.jpg_.webp,广东 潮州,15.90,cz街头宝贝,"潮汕
特产花生酥糖潮州豆方 香酥咸甜 手工制作零食品小吃茶点广东"
0,8,//g-search1.alicdn.com/img/bao/uploaded/i4/i3/TB1lsAyNXXXXXXHXpXXXXXXXXXX_!!0-item_pic.jpg_180x180.jpg_.webp,广东 揭阳,12.50,星梦飞扬88,"广东老
潮汕
功夫茶料特产童年零食普宁蛋黄酥鸡蛋酥350G包邮"
0,8,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1htdIKFXXXXbaXXXXXXXXXXXX_!!0-item_pic.jpg_180x180.jpg_.webp,广东 汕头,6.98,llybyqbz,"潮汕
特产盛洲村豆麻酥花生酥豆方豆支咸甜口味休闲零食传统手工"
0,1,//g-search1.alicdn.com/img/bao/uploaded/i4/i3/672325148/TB2oaEklXXXXXawXpXXXXXXXXXX_!!672325148.jpg_180x180.jpg_.webp,上海,39.80,8090衣衣,"文鸿橄榄菜一箱106g*15盒
潮汕
风味特产酱菜配粥小菜 福建漳州特产"
0,11,//g-search3.alicdn.com/img/bao/uploaded/i4/i3/659550299/TB2b5WAqpXXXXb8XXXXXXXXXXXX_!!659550299.jpg_180x180.jpg_.webp,广东 潮州,25.88,厚记小食,"包邮鸡仔饼糕点点心零食传统广东
潮汕
特产"
0,48,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/1059078780/TB2gGjQnC8mpuFjSZFMXXaxpVXa_!!1059078780.jpg_180x180.jpg_.webp,广东 汕头,11.50,st89830578,"潮汕
特色杂咸 蓬盛丁香鱼180g/瓶 佐粥佳品 小银鱼 鱼罐头 即食"
0,10,//g-search1.alicdn.com/img/bao/uploaded/i4/i3/1695543163/TB1SqGqXsXIxuRkSR0hXXX8kVXa_!!0-item_pic.jpg_180x180.jpg_.webp,四川 成都,10.50,盈棚食品专营店,"6瓶包邮广东
潮汕
特产玉蕾橄榄菜450克腌制泡菜下饭菜拌面拌饭佐餐"
0,23,//g-search2.alicdn.com/img/bao/uploaded/i4/i3/913012987/TB207UngrXlpuFjy1zbXXb_qpXa_!!913012987.jpg_180x180.jpg_.webp,广东 汕头,8.00,潮味食品,"兆子林地都冬菜
潮汕
特产杂咸腌制小菜调味品砂锅粥调味料佐料500g"
0,1,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/T166yYXoNcXXbsSs7__105650.jpg_180x180.jpg_.webp,广东 潮州,26.00,小松精品店,"潮汕
特产 潮州潮盛咸菜 潮州小菜腌制泡菜下饭小菜20包*80克包邮"
0,56,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/15627209/TB2uGXIkSxjpuFjSszeXXaeMVXa_!!15627209.jpg_180x180.jpg_.webp,广东 深圳,23.00,purplekite,"潮汕
牛肉丸 正宗手打牛筋丸 汕头牛肉丸火锅食材 250g 15个左右"
0,8,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/1822383717/TB2vxiLyf5TBuNjSspmXXaDRVXa_!!1822383717.jpg_180x180.jpg_.webp,广东 汕头,32.00,shawnhuang32,"阿部
潮汕
特产 金豆菜 全素食品 配粥 2瓶"
0,3,//g-search2.alicdn.com/img/bao/uploaded/i4/i4/TB1bZlYLpXXXXchXVXXXXXXXXXX_!!0-item_pic.jpg_180x180.jpg_.webp,广东 潮州,32.90,百分之百诚意,"包邮芋头粿芋饼
潮汕
特产香芋糕潮州小食芋粿广东特产广东美食糕点"
0,75,//g-search2.alicdn.com/img/bao/uploaded/i4/i1/1104375544/TB2w24fbZnI8KJjSsziXXb8QpXa_!!1104375544.jpg_180x180.jpg_.webp,广东 汕头,8.79,钟桂泽,"包邮
潮汕
特产 豆仁闻 花生糖 零食小吃 饼食糕点 南糖茶点饼食"
0,1,//g-search2.alicdn.com/img/bao/uploaded/i4/i3/1586156486/TB287qkXD3myKJjSZFCXXbXxXXa_!!1586156486.jpg_180x180.jpg_.webp,广东 揭阳,44.88,tb6916879_2013,"潮汕
揭阳榕城特产零食纯猪脊肉猪肉干猪肉脯方脯一斤装"
0,2,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/2588794280/TB2YxbzqEUIL1JjSZFrXXb3xFXa_!!2588794280.jpg_180x180.jpg_.webp,广东 潮州,15.99,翁翁翁翁彪,"[林权记】广东
潮汕
潮州饼食古早味特产小吃酥饺黄金饺"
0,6,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/130393227/TB2mxKzohXkpuFjy0FiXXbUfFXa_!!130393227.jpg_180x180.jpg_.webp,上海,12.80,chenyi0902,"包邮 广东
潮汕
特产 香港蓬盛橄榄菜450g/瓶早饭下饭菜咸菜"
0,12,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/2451655128/TB2Um5xqUQIL1JjSZFhXXaDZFXa_!!2451655128.jpg_180x180.jpg_.webp,广东 广州,19.00,冷冻食品批发阿彬,"何老翁正宗
潮汕
手打牛筋丸麻辣烫牛肉丸贡丸500g火锅丸子关东煮"
0,8,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/3024951611/TB2IlN.fo5O.eBjSZFxXXaaJFXa_!!3024951611.jpg_180x180.jpg_.webp,广东 惠州,28.00,伯啡食品,"幸乐牛筋丸
潮汕
正宗新鲜当天手打牛筋丸子火锅食材
潮汕
特产400G"
0,4,//g-search2.alicdn.com/img/bao/uploaded/i4/i2/3017252764/TB2TI6tdI2vU1JjSZFwXXX2cpXa_!!3017252764.jpg_180x180.jpg_.webp,广东 汕头,57.00,拾慌的小店,"潮汕
特产牛肉丸 潮州汕头特产 手打牛丸美食 火锅食材小吃 包邮"
0,1,//g-search1.alicdn.com/img/bao/uploaded/i4/i1/677874387/TB2.WRGlctnpuFjSZFKXXalFFXa_!!677874387.jpg_180x180.jpg_.webp,广东 潮州,4.20,tb7989499,"潮汕
特产正宗天津冬菜佐渍菜地都砂锅粥杂咸特色调味特价6瓶包邮"
0,16,//g-search1.alicdn.com/img/bao/uploaded/i4/i3/1818510949/TB2wa5dd77myKJjSZFkXXa3vVXa_!!1818510949.jpg_180x180.jpg_.webp,广东 揭阳,28.00,mj我没有想你,"潮汕
特产特色汕头牛肉丸500g手工 手打牛肉丸子火锅食材广东2包邮"
0,10,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/671490511/TB2oZ1KeNRDOuFjSZFzXXcIipXa_!!671490511.png_180x180.jpg_.webp,广东 揭阳,11.90,一袋宗师55,"潮汕
特产 芝麻酥 团 糕点 80后怀旧零食回忆童年儿时经典小吃160g"
0,3,//g-search1.alicdn.com/img/bao/uploaded/i4/i1/TB1sNbbFVXXXXbTXVXXXXXXXXXX_!!0-item_pic.jpg_180x180.jpg_.webp,广东 汕头,38.80,甜蜜爱情屋,"潮汕
特产 潮州正宗手打肉饼 美味猪肉饼 特惠2斤全国包邮"
0,5,//g-search2.alicdn.com/img/bao/uploaded/i4/i3/37785992/TB268HeXWagSKJjy0FcXXcZeVXa_!!37785992.jpg_180x180.jpg_.webp,广东 汕尾,35.00,cjcboy81,"潮汕
特产 太旺香 地都咸菜
潮汕
咸菜腌制泡菜咸酸菜新货14包包邮"
0,10,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1bGf3GFXXXXa5XpXXXXXXXXXX_!!0-item_pic.jpg_180x180.jpg_.webp,广东 潮州,9.90,潮之选食品专营店,"元丰泰 菜脯粒350g广东
潮汕
腌制萝卜干 香脆口下饭菜 即食小咸菜"
0,15,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1AHz3GFXXXXbUXpXXXXXXXXXX_!!0-item_pic.jpg_180x180.jpg_.webp,广东 潮州,5.90,潮之选食品专营店,"庆香斋 虾仁菜脯萝卜180g/罐广东
潮汕
特产小咸菜 腌制配菜下饭菜"
0,1,//g.alicdn.com/s.gif,广东 汕头,59.90,原来就是你0219,"包邮
潮汕
特产饶平莲藕粉原生态纯手工零添加100%纯每瓶净重500克"
0,2,//g.alicdn.com/s.gif,广东 广州,26.70,爱的初恋8,"老潮夫红糖肚脐饼 400克
潮汕
特产番薯饼办公室网红零食小吃包邮"
0,1,//g.alicdn.com/s.gif,广东 汕头,18.80,林楚鹏88,"普宁特产束砂糖花生粒潮州休闲零食
潮汕
特产零食束沙糕点美食小吃"
0,1,//g.alicdn.com/s.gif,广东 广州,39.00,远东渔场,"老城味央牛肉丸子500g 火锅丸子 特色
潮汕
牛肉丸 火锅食材未央"
0,2,//g.alicdn.com/s.gif,广西 柳州,16.80,云淡风清6165,"3份包邮
潮汕
特产零食德妙腐乳饼正宗潮州传统糕点美食小吃500g"
0,3,//g.alicdn.com/s.gif,广东 潮州,69.80,wuhaibo551,"猪肉丸紫菜丸香菇丸猪肚丸250g*4包 正宗
潮汕
手打四拼丸子2斤包邮"
0,13,//g.alicdn.com/s.gif,广东 汕头,52.00,lu噜儿,"陈馋食手打牛肉丸500g 正宗
潮汕
特产火锅烧烤食材汕头牛丸弹牙"
0,35,//g.alicdn.com/s.gif,广东 汕头,9.90,wzx13642226446,"天天特价
潮汕
特产小吃 带葱麻花油索 潮州网红零食茶点 9.9包邮"
0,2,//g.alicdn.com/s.gif,河南 漯河,39.00,双汇梦西娃专卖店,"双汇生鲜猪肉丸香菇风味新鲜冷冻火锅丸子
潮汕
猪肉丸煲汤450g*4袋"
0,4,//g.alicdn.com/s.gif,广东 汕头,24.00,小杰5512347,"【包邮】
潮汕
特产地都冬菜 砂锅粥佐料
潮汕
风味调味品450g*4瓶"
